A,B,C,D,E,F,G,H,I,J,K,L
'MEPCT','HACD2','3OAR80','3HAD120','3OAS100','HACD5','EC55989_4717',,,,,
'METAT','HACD2','3OAS100','3HAD120','3OAS121','ACACT1r','EC55989_2875',,,,,
'METS','HACD2','3OAS60','3HAD120','3OAS121','ACACT2r','EC55989_4098',,,,,
'MG2tex','HACD2','3OAS80','3HAD120','3OAS121','ACACT3r','EC55989_0729',,,,,
'MNtex','HACD3','3HAD100','3HAD120','3OAS121','ACACT4r','EC55989_1830',,,,,
'MOADSUx','HACD3','3HAD40','3HAD120','3OAS121','ACACT5r','EC55989_0425',,,,,
'MOAT','HACD3','3HAD60','3HAD120','3OAS121','ACOAD1f','EC55989_2954',,,,,
'MOAT2','HACD3','3HAD80','3HAD120','3OAS121','ACOAD2f','EC55989_3025',,,,,
'MOBDabcpp','HACD3','3OAR100','3HAD120','3OAS121','ACOAD3f','EC55989_3024',,,,,
'MOBDtex','HACD3','3OAR40','3HAD120','3OAS121','ACOAD4f','EC55989_2752',,,,,
'MOCOS','HACD3','3OAR60','3HAD120','3OAS121','ACOAD5f','EC55989_4074',,,,,
'MOHMT','HACD3','3OAR80','3HAD120','3OAS121','ECOAH1','EC55989_3774',,,,,
'MPTAT','HACD3','3OAS100','3HAD120','3OAS121','ECOAH2','EC55989_4421',,,,,
'MPTG','HACD3','3OAS60','3HAD120','3OAS121','ECOAH3','EC55989_0960',,,,,
'MPTS','HACD3','3OAS80','3HAD120','3OAS121','ECOAH4','EC55989_0159',,,,,
'MPTSS','HACD4','3HAD100','3HAD120','3OAS121','ECOAH5','EC55989_4474',,,,,
'MTHFR2','HACD4','3OAR100','3HAD120','3OAS121','HACD1','EC55989_4477',,,,,
'MTHTHFSs','HACD4','3OAS100','3HAD120','3OAS121','HACD2','EC55989_0434',,,,,
'NADK','I2FE2SR','S2FE2SR','3HAD120','3OAS121','HACD3','EC55989_4476',,,,,
'NADS1','I2FE2SR','SCYSDS','3HAD120','3OAS121','HACD4','EC55989_2745',,,,,
'NDPK2','I2FE2SS','S2FE2SS','3HAD120','3OAS121','HACD5','EC55989_3103',,,,,
'NDPK4','I2FE2SS','S2FE2SS2','3HAD120','3OAS141','ACACT1r','EC55989_0427',,,,,
'NH4tex','I2FE2SS','S2FE2ST','3HAD120','3OAS141','ACACT2r','EC55989_4478',,,,,
'NH4tpp','I2FE2SS','S4FE4SR','3HAD120','3OAS141','ACACT3r','EC55989_1418',,,,,
'NI2tex','I2FE2SS','S4FE4ST','3HAD120','3OAS141','ACACT4r','EC55989_1419',,,,,
'NNATr','I2FE2SS','SCYSDS','3HAD120','3OAS141','ACACT5r','EC55989_4475',,,,,
'NNDPR','I2FE2SS2','S2FE2SS','3HAD120','3OAS141','ACOAD1f','EC55989_0173',,,,,
'OCBT','I2FE2SS2','S2FE2SS2','3HAD120','3OAS141','ACOAD2f','EC55989_0081',,,,,
'OCTDPS','I2FE2SS2','S4FE4SR','3HAD120','3OAS141','ACOAD3f','EC55989_0175',,,,,
'OGMEACPD','I2FE2SS2','S4FE4ST','3HAD120','3OAS141','ACOAD4f','EC55989_3607',,,,,
'OGMEACPR','I2FE2SS2','SCYSDS','3HAD120','3OAS141','ACOAD5f','EC55989_0086',,,,,
'OGMEACPS','I2FE2ST','S2FE2SS','3HAD120','3OAS141','ECOAH1','EC55989_0084',,,,,
'OHPBAT','I2FE2ST','S2FE2ST','3HAD120','3OAS141','ECOAH2','EC55989_0087',,,,,
'OMCDC','I2FE2ST','SCYSDS','3HAD120','3OAS141','ECOAH3','EC55989_4458',,,,,
'OMPDC','I4FE4SR','S2FE2SS','3HAD120','3OAS141','ECOAH4','EC55989_0168',,,,,
'OPHBDC','I4FE4SR','S2FE2SS2','3HAD120','3OAS141','ECOAH5','EC55989_0082',,,,,
'OPMEACPD','I4FE4SR','S4FE4SR','3HAD120','3OAS141','HACD1','EC55989_0092',,,,,
'OPMEACPR','I4FE4SR','S4FE4ST','3HAD120','3OAS141','HACD2','EC55989_4274',,,,,
'OPMEACPS','I4FE4SR','SCYSDS','3HAD120','3OAS141','HACD3','EC55989_4482',,,,,
'ORPT','I4FE4ST','S2FE2SS','3HAD120','3OAS141','HACD4','EC55989_0538',,,,,
'P5CR','I4FE4ST','S2FE2SS2','3HAD120','3OAS141','HACD5',,,,,,
'PANTS','I4FE4ST','S4FE4SR','3HAD120','ACACT1r','ACACT6r',,,,,,
'PAPPT3','I4FE4ST','S4FE4ST','3HAD120','ACACT1r','ECOAH6',,,,,,
'PDX5PS','I4FE4ST','SCYSDS','3HAD120','ACACT1r','T2DECAI',,,,,,
'PE160abcpp','IMPD','HXAND','3HAD120','ACACT2r','ACACT6r',,,,,,
'PE161abcpp','IMPD','XPPT','3HAD120','ACACT2r','ECOAH6',,,,,,
'PERD','IPDPS','IPDDI','3HAD120','ACACT2r','T2DECAI',,,,,,
'PGAMT','Kt2pp','Kabcpp','3HAD120','ACACT3r','ACACT6r',,,,,,
'PHETA1','MN2tpp','MNt2pp','3HAD120','ACACT3r','ECOAH6',,,,,,
'PItex','NDPK1','ADK3','3HAD120','ACACT3r','T2DECAI',,,,,,
'PMDPHT','NI2tpp','NI2uabcpp','3HAD120','ACACT4r','ACACT6r',,,,,,
'PMEACPE','O2tex','EX_fe3_e','3HAD120','ACACT4r','ECOAH6',,,,,,
'PMPK','O2tex','EX_succ_e','3HAD120','ACACT4r','T2DECAI',,,,,,
'PNTK','O2tex','CPPPGO2','3HAD120','ACACT5r','ACACT6r',,,,,,
'PPBNGS','O2tex','OPHHX3','3HAD120','ACACT5r','ECOAH6',,,,,,
'PPCDC','O2tex','SUCCtex','3HAD120','ACACT5r','T2DECAI',,,,,,
'PPNCL2','O2tpp','EX_succ_e','3HAD120','ACACT6r','ACOAD1f',,,,,,
'PPND','O2tpp','CPPPGO2','3HAD120','ACACT6r','ACOAD2f',,,,,,
'PPNDH','O2tpp','OPHHX3','3HAD120','ACACT6r','ACOAD3f',,,,,,
'PRAGSr','O2tpp','SUCCtex','3HAD120','ACACT6r','ACOAD4f',,,,,,
'PRAIS','OPHHX','OPHHX3','3HAD120','ACACT6r','ACOAD5f',,,,,,
'PRAIi','PAPSR','GRXR','3HAD120','ACACT6r','ECOAH1',,,,,,
'PRAMPC','PAPSR','GTHOr','3HAD120','ACACT6r','ECOAH2',,,,,,
'PRATPP','PAPSR','PAPSR2','3HAD120','ACACT6r','ECOAH3',,,,,,
'PRFGS','PDX5PO2','PDX5POi','3HAD120','ACACT6r','ECOAH4',,,,,,
'PRMICI','PIt2rpp','PIuabcpp','3HAD120','ACACT6r','ECOAH5',,,,,,
'PSCVT','PPK','PPA','3HAD120','ACACT6r','HACD1',,,,,,
'PSD160','PPPGO3','PPPGO','3HAD120','ACACT6r','HACD2',,,,,,
'PSD161','PRPPS','R15BPK','3HAD120','ACACT6r','HACD3',,,,,,
'PSSA160','PRPPS','R1PK','3HAD120','ACACT6r','HACD4',,,,,,
'PSSA161','RNTR1c2','NDPK8','3HAD120','ACACT6r','HACD5',,,,,,
'PTPATi','RNTR2c2','NDPK5','3HAD120','ACOAD1f','ECOAH6',,,,,,
'QULNS','RNTR3c2','NDPK7','3HAD120','ACOAD1f','T2DECAI',,,,,,
'RBFK','RPI','TALA','3HAD120','ACOAD2f','ECOAH6',,,,,,
'RBFSa','SO4t2pp','SULabcpp','3HAD120','ACOAD2f','T2DECAI',,,,,,
'RBFSb','TRDR','GRXR','3HAD120','ACOAD3f','ECOAH6',,,,,,
'RHCCE','TRDR','GTHOr','3HAD120','ACOAD3f','T2DECAI',,,,,,
'SADT2','TRDR','PAPSR2','3HAD120','ACOAD4f','ECOAH6',,,,,,
'SDPDS','TRPS3','TRPS1','3HAD120','ACOAD4f','T2DECAI',,,,,,
'SDPTA','ZN2tpp','ZNabcpp','3HAD120','ACOAD5f','ECOAH6',,,,,,
'SERAT','MECDPDH2','MECDPDH5','3HAD120','ACOAD5f','T2DECAI',,,,,,
'SHCHD2','PRASCSi_copy2','PRASCSi_copy1','3HAD120','ECOAH1','ECOAH6',,,,,,
'SHCHF','ENO','EX_o2_e','3HAD120','ECOAH1','T2DECAI',,,,,,
'SHK3Dr','GAPD','EX_o2_e','3HAD120','ECOAH2','ECOAH6',,,,,,
'SHKK','GART','GARFT','3HAD120','ECOAH2','T2DECAI',,,,,,
'SHSL1','IPDPS','DMPPS','3HAD120','ECOAH3','ECOAH6',,,,,,
'SO4tex','O2tex','ENO','3HAD120','ECOAH3','T2DECAI',,,,,,
'SULR','O2tex','GAPD','3HAD120','ECOAH4','ECOAH6',,,,,,
'TDSK','O2tpp','ENO','3HAD120','ECOAH4','T2DECAI',,,,,,
'THDPS','O2tpp','GAPD','3HAD120','ECOAH5','ECOAH6',,,,,,
'THRD_L','PGCD','GHMT2r','3HAD120','ECOAH5','T2DECAI',,,,,,
'THRS','PGK','EX_o2_e','3HAD120','ECOAH6','HACD1',,,,,,
'THZPSN3','PGK','O2tex','3HAD120','ECOAH6','HACD2',,,,,,
'TMDS','PGK','O2tpp','3HAD120','ECOAH6','HACD3',,,,,,
'TMPK','PGM','EX_o2_e','3HAD120','ECOAH6','HACD4',,,,,,
'TMPPP','PGM','O2tex','3HAD120','ECOAH6','HACD5',,,,,,
'TYRL','PGM','O2tpp','3HAD120','HACD1','T2DECAI',,,,,,
'TYRTA','PPC','FUM','3HAD120','HACD2','T2DECAI',,,,,,
'U23GAAT','PPC','MALS','3HAD120','HACD3','T2DECAI',,,,,,
'UAAGDS','PPPGO3','EX_o2_e','3HAD120','HACD4','T2DECAI',,,,,,
'UAGAAT','PPPGO3','O2tex','3HAD120','HACD5','T2DECAI',,,,,,
'UAGCVT','PPPGO3','O2tpp','3HAD121','3HAD140','ACACT6r',,,,,,
'UAGDP','PRPPS','PPM','3HAD121','3HAD140','ECOAH6',,,,,,
'UAGPT3','PSERT','GHMT2r','3HAD121','3HAD140','HACD6',,,,,,
'UAMAGS','PSP_L','GHMT2r','3HAD121','3OAR120','ACACT1r',,,,,,
'UAMAS','RPE','GND','3HAD121','3OAR120','ACACT2r',,,,,,
'UAPGR','RPI','RPE','3HAD121','3OAR120','ACACT3r',,,,,,
'UDCPDP','TKT1','RPE','3HAD121','3OAR120','ACACT4r',,,,,,
'UDCPDPS','TKT1','RPI','3HAD121','3OAR120','ACACT5r',,,,,,
'UGMDDS','TKT2','GND','3HAD121','3OAR120','ACOAD1f',,,,,,
'UHGADA','TKT2','RPE','3HAD121','3OAR120','ACOAD2f',,,,,,
'UMPK','TKT2','RPI','3HAD121','3OAR120','ACOAD3f',,,,,,
'UPP3MT','TKT2','TKT1','3HAD121','3OAR120','ACOAD4f',,,,,,
'UPP3S','VALTA','ALATA_L','3HAD121','3OAR120','ACOAD5f',,,,,,
'UPPDC1',,,'3HAD121','3OAR120','ECOAH1',,,,,,
'USHD',,,'3HAD121','3OAR120','ECOAH2',,,,,,
'Zn2tex',,,'3HAD121','3OAR120','ECOAH3',,,,,,
,,,'3HAD121','3OAR120','ECOAH4',,,,,,
,,,'3HAD121','3OAR120','ECOAH5',,,,,,
,,,'3HAD121','3OAR120','HACD1',,,,,,
,,,'3HAD121','3OAR120','HACD2',,,,,,
,,,'3HAD121','3OAR120','HACD3',,,,,,
,,,'3HAD121','3OAR120','HACD4',,,,,,
,,,'3HAD121','3OAR120','HACD5',,,,,,
,,,'3HAD121','3OAS120','ACACT1r',,,,,,
,,,'3HAD121','3OAS120','ACACT2r',,,,,,
,,,'3HAD121','3OAS120','ACACT3r',,,,,,
,,,'3HAD121','3OAS120','ACACT4r',,,,,,
,,,'3HAD121','3OAS120','ACACT5r',,,,,,
,,,'3HAD121','3OAS120','ACOAD1f',,,,,,
,,,'3HAD121','3OAS120','ACOAD2f',,,,,,
,,,'3HAD121','3OAS120','ACOAD3f',,,,,,
,,,'3HAD121','3OAS120','ACOAD4f',,,,,,
,,,'3HAD121','3OAS120','ACOAD5f',,,,,,
,,,'3HAD121','3OAS120','ECOAH1',,,,,,
,,,'3HAD121','3OAS120','ECOAH2',,,,,,
,,,'3HAD121','3OAS120','ECOAH3',,,,,,
,,,'3HAD121','3OAS120','ECOAH4',,,,,,
,,,'3HAD121','3OAS120','ECOAH5',,,,,,
,,,'3HAD121','3OAS120','HACD1',,,,,,
,,,'3HAD121','3OAS120','HACD2',,,,,,
,,,'3HAD121','3OAS120','HACD3',,,,,,
,,,'3HAD121','3OAS120','HACD4',,,,,,
,,,'3HAD121','3OAS120','HACD5',,,,,,
,,,'3HAD121','AACPS2','AACPS4',,,,,,
,,,'3HAD121','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3HAD121','AACPS2','FACOAE161',,,,,,
,,,'3HAD121','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3HAD121','AACPS4','FACOAE141',,,,,,
,,,'3HAD121','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3HAD121','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3HAD121','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3HAD121','FACOAE141','FACOAE161',,,,,,
,,,'3HAD140','3HAD141','ACACT6r',,,,,,
,,,'3HAD140','3HAD141','ECOAH6',,,,,,
,,,'3HAD140','3HAD141','HACD6',,,,,,
,,,'3HAD140','3HAD161','ACOAD6f',,,,,,
,,,'3HAD140','3OAR100','ACACT6r',,,,,,
,,,'3HAD140','3OAR100','ECOAH6',,,,,,
,,,'3HAD140','3OAR100','HACD6',,,,,,
,,,'3HAD140','3OAR121','ACACT6r',,,,,,
,,,'3HAD140','3OAR121','ECOAH6',,,,,,
,,,'3HAD140','3OAR121','HACD6',,,,,,
,,,'3HAD140','3OAR141','ACACT6r',,,,,,
,,,'3HAD140','3OAR141','ECOAH6',,,,,,
,,,'3HAD140','3OAR141','HACD6',,,,,,
,,,'3HAD140','3OAR161','ACOAD6f',,,,,,
,,,'3HAD140','3OAS100','ACACT6r',,,,,,
,,,'3HAD140','3OAS100','ECOAH6',,,,,,
,,,'3HAD140','3OAS100','HACD6',,,,,,
,,,'3HAD140','3OAS121','ACACT6r',,,,,,
,,,'3HAD140','3OAS121','ECOAH6',,,,,,
,,,'3HAD140','3OAS121','HACD6',,,,,,
,,,'3HAD140','3OAS141','ACACT6r',,,,,,
,,,'3HAD140','3OAS141','ECOAH6',,,,,,
,,,'3HAD140','3OAS141','HACD6',,,,,,
,,,'3HAD140','3OAS161','ACOAD6f',,,,,,
,,,'3HAD140','AACPS1','AACPS3',,,,,,
,,,'3HAD140','AACPS1','FACOAE160',,,,,,
,,,'3HAD140','AACPS3','FACOAE140',,,,,,
,,,'3HAD140','ACACT6r','T2DECAI',,,,,,
,,,'3HAD140','ECOAH6','T2DECAI',,,,,,
,,,'3HAD140','FACOAE140','FACOAE160',,,,,,
,,,'3HAD140','HACD6','T2DECAI',,,,,,
,,,'3HAD141','3OAR120','ACACT1r',,,,,,
,,,'3HAD141','3OAR120','ACACT2r',,,,,,
,,,'3HAD141','3OAR120','ACACT3r',,,,,,
,,,'3HAD141','3OAR120','ACACT4r',,,,,,
,,,'3HAD141','3OAR120','ACACT5r',,,,,,
,,,'3HAD141','3OAR120','ACOAD1f',,,,,,
,,,'3HAD141','3OAR120','ACOAD2f',,,,,,
,,,'3HAD141','3OAR120','ACOAD3f',,,,,,
,,,'3HAD141','3OAR120','ACOAD4f',,,,,,
,,,'3HAD141','3OAR120','ACOAD5f',,,,,,
,,,'3HAD141','3OAR120','ECOAH1',,,,,,
,,,'3HAD141','3OAR120','ECOAH2',,,,,,
,,,'3HAD141','3OAR120','ECOAH3',,,,,,
,,,'3HAD141','3OAR120','ECOAH4',,,,,,
,,,'3HAD141','3OAR120','ECOAH5',,,,,,
,,,'3HAD141','3OAR120','HACD1',,,,,,
,,,'3HAD141','3OAR120','HACD2',,,,,,
,,,'3HAD141','3OAR120','HACD3',,,,,,
,,,'3HAD141','3OAR120','HACD4',,,,,,
,,,'3HAD141','3OAR120','HACD5',,,,,,
,,,'3HAD141','3OAS120','ACACT1r',,,,,,
,,,'3HAD141','3OAS120','ACACT2r',,,,,,
,,,'3HAD141','3OAS120','ACACT3r',,,,,,
,,,'3HAD141','3OAS120','ACACT4r',,,,,,
,,,'3HAD141','3OAS120','ACACT5r',,,,,,
,,,'3HAD141','3OAS120','ACOAD1f',,,,,,
,,,'3HAD141','3OAS120','ACOAD2f',,,,,,
,,,'3HAD141','3OAS120','ACOAD3f',,,,,,
,,,'3HAD141','3OAS120','ACOAD4f',,,,,,
,,,'3HAD141','3OAS120','ACOAD5f',,,,,,
,,,'3HAD141','3OAS120','ECOAH1',,,,,,
,,,'3HAD141','3OAS120','ECOAH2',,,,,,
,,,'3HAD141','3OAS120','ECOAH3',,,,,,
,,,'3HAD141','3OAS120','ECOAH4',,,,,,
,,,'3HAD141','3OAS120','ECOAH5',,,,,,
,,,'3HAD141','3OAS120','HACD1',,,,,,
,,,'3HAD141','3OAS120','HACD2',,,,,,
,,,'3HAD141','3OAS120','HACD3',,,,,,
,,,'3HAD141','3OAS120','HACD4',,,,,,
,,,'3HAD141','3OAS120','HACD5',,,,,,
,,,'3HAD141','AACPS2','AACPS4',,,,,,
,,,'3HAD141','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3HAD141','AACPS2','FACOAE161',,,,,,
,,,'3HAD141','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3HAD141','AACPS4','FACOAE141',,,,,,
,,,'3HAD141','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3HAD141','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3HAD141','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3HAD141','FACOAE141','FACOAE161',,,,,,
,,,'3HAD160','3HAD161','ACACT7r',,,,,,
,,,'3HAD160','3HAD161','ECOAH7',,,,,,
,,,'3HAD160','3HAD161','HACD7',,,,,,
,,,'3HAD160','3HAD181','ACOAD7f',,,,,,
,,,'3HAD160','3OAR161','ACACT7r',,,,,,
,,,'3HAD160','3OAR161','ECOAH7',,,,,,
,,,'3HAD160','3OAR161','HACD7',,,,,,
,,,'3HAD160','3OAR181','ACOAD7f',,,,,,
,,,'3HAD160','3OAS161','ACACT7r',,,,,,
,,,'3HAD160','3OAS161','ECOAH7',,,,,,
,,,'3HAD160','3OAS161','HACD7',,,,,,
,,,'3HAD160','3OAS181','ACOAD7f',,,,,,
,,,'3HAD160','ACACT8r','ACOAD7f',,,,,,
,,,'3HAD160','ACOAD7f','ECOAH8',,,,,,
,,,'3HAD160','ACOAD7f','FACOAL181t2pp',,,,,,
,,,'3HAD161','3OAR160','ACACT7r',,,,,,
,,,'3HAD161','3OAR160','ECOAH7',,,,,,
,,,'3HAD161','3OAR160','HACD7',,,,,,
,,,'3HAD161','3OAS160','ACACT7r',,,,,,
,,,'3HAD161','3OAS160','ECOAH7',,,,,,
,,,'3HAD161','3OAS160','HACD7',,,,,,
,,,'3HAD161','ACACT7r','ACOAD7f',,,,,,
,,,'3HAD161','ACOAD7f','ECOAH7',,,,,,
,,,'3HAD161','ACOAD7f','HACD7',,,,,,
,,,'3HAD181','3OAR160','ACOAD7f',,,,,,
,,,'3HAD181','3OAS160','ACOAD7f',,,,,,
,,,'3HAD40','AACPS9','ACACT4r',,,,,,
,,,'3HAD40','AACPS9','ACOAD4f',,,,,,
,,,'3HAD40','AACPS9','ECOAH4',,,,,,
,,,'3HAD40','AACPS9','HACD4',,,,,,
,,,'3HAD40','ACACT4r','FACOAE80',,,,,,
,,,'3HAD40','ACOAD4f','FACOAE80',,,,,,
,,,'3HAD40','ECOAH4','FACOAE80',,,,,,
,,,'3HAD40','FACOAE80','HACD4',,,,,,
,,,'3HAD60','AACPS9','ACACT4r',,,,,,
,,,'3HAD60','AACPS9','ACOAD4f',,,,,,
,,,'3HAD60','AACPS9','ECOAH4',,,,,,
,,,'3HAD60','AACPS9','HACD4',,,,,,
,,,'3HAD60','ACACT4r','FACOAE80',,,,,,
,,,'3HAD60','ACOAD4f','FACOAE80',,,,,,
,,,'3HAD60','ECOAH4','FACOAE80',,,,,,
,,,'3HAD60','FACOAE80','HACD4',,,,,,
,,,'3HAD80','AACPS9','ACACT4r',,,,,,
,,,'3HAD80','AACPS9','ACOAD4f',,,,,,
,,,'3HAD80','AACPS9','ECOAH4',,,,,,
,,,'3HAD80','AACPS9','HACD4',,,,,,
,,,'3HAD80','ACACT4r','FACOAE80',,,,,,
,,,'3HAD80','ACOAD4f','FACOAE80',,,,,,
,,,'3HAD80','ECOAH4','FACOAE80',,,,,,
,,,'3HAD80','FACOAE80','HACD4',,,,,,
,,,'3OAR100','3OAR120','ACACT5r',,,,,,
,,,'3OAR100','3OAR120','ACOAD5f',,,,,,
,,,'3OAR100','3OAR120','ECOAH5',,,,,,
,,,'3OAR100','3OAR120','HACD5',,,,,,
,,,'3OAR100','3OAS120','ACACT5r',,,,,,
,,,'3OAR100','3OAS120','ACOAD5f',,,,,,
,,,'3OAR100','3OAS120','ECOAH5',,,,,,
,,,'3OAR100','3OAS120','HACD5',,,,,,
,,,'3OAR100','AACPS2','AACPS4',,,,,,
,,,'3OAR100','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAR100','AACPS2','FACOAE161',,,,,,
,,,'3OAR100','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAR100','AACPS4','FACOAE141',,,,,,
,,,'3OAR100','AACPS7','AACPS8',,,,,,
,,,'3OAR100','AACPS7','FACOAE100',,,,,,
,,,'3OAR100','AACPS8','ACACT5r',,,,,,
,,,'3OAR100','AACPS8','ACOAD5f',,,,,,
,,,'3OAR100','AACPS8','ECOAH5',,,,,,
,,,'3OAR100','AACPS8','FACOAE120',,,,,,
,,,'3OAR100','AACPS8','HACD5',,,,,,
,,,'3OAR100','ACACT5r','FACOAE100',,,,,,
,,,'3OAR100','ACOAD5f','FACOAE100',,,,,,
,,,'3OAR100','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAR100','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAR100','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAR100','ECOAH5','FACOAE100',,,,,,
,,,'3OAR100','FACOAE100','FACOAE120',,,,,,
,,,'3OAR100','FACOAE100','HACD5',,,,,,
,,,'3OAR100','FACOAE141','FACOAE161',,,,,,
,,,'3OAR120','3OAR121','ACACT1r',,,,,,
,,,'3OAR120','3OAR121','ACACT2r',,,,,,
,,,'3OAR120','3OAR121','ACACT3r',,,,,,
,,,'3OAR120','3OAR121','ACACT4r',,,,,,
,,,'3OAR120','3OAR121','ACACT5r',,,,,,
,,,'3OAR120','3OAR121','ACOAD1f',,,,,,
,,,'3OAR120','3OAR121','ACOAD2f',,,,,,
,,,'3OAR120','3OAR121','ACOAD3f',,,,,,
,,,'3OAR120','3OAR121','ACOAD4f',,,,,,
,,,'3OAR120','3OAR121','ACOAD5f',,,,,,
,,,'3OAR120','3OAR121','ECOAH1',,,,,,
,,,'3OAR120','3OAR121','ECOAH2',,,,,,
,,,'3OAR120','3OAR121','ECOAH3',,,,,,
,,,'3OAR120','3OAR121','ECOAH4',,,,,,
,,,'3OAR120','3OAR121','ECOAH5',,,,,,
,,,'3OAR120','3OAR121','HACD1',,,,,,
,,,'3OAR120','3OAR121','HACD2',,,,,,
,,,'3OAR120','3OAR121','HACD3',,,,,,
,,,'3OAR120','3OAR121','HACD4',,,,,,
,,,'3OAR120','3OAR121','HACD5',,,,,,
,,,'3OAR120','3OAR141','ACACT1r',,,,,,
,,,'3OAR120','3OAR141','ACACT2r',,,,,,
,,,'3OAR120','3OAR141','ACACT3r',,,,,,
,,,'3OAR120','3OAR141','ACACT4r',,,,,,
,,,'3OAR120','3OAR141','ACACT5r',,,,,,
,,,'3OAR120','3OAR141','ACOAD1f',,,,,,
,,,'3OAR120','3OAR141','ACOAD2f',,,,,,
,,,'3OAR120','3OAR141','ACOAD3f',,,,,,
,,,'3OAR120','3OAR141','ACOAD4f',,,,,,
,,,'3OAR120','3OAR141','ACOAD5f',,,,,,
,,,'3OAR120','3OAR141','ECOAH1',,,,,,
,,,'3OAR120','3OAR141','ECOAH2',,,,,,
,,,'3OAR120','3OAR141','ECOAH3',,,,,,
,,,'3OAR120','3OAR141','ECOAH4',,,,,,
,,,'3OAR120','3OAR141','ECOAH5',,,,,,
,,,'3OAR120','3OAR141','HACD1',,,,,,
,,,'3OAR120','3OAR141','HACD2',,,,,,
,,,'3OAR120','3OAR141','HACD3',,,,,,
,,,'3OAR120','3OAR141','HACD4',,,,,,
,,,'3OAR120','3OAR141','HACD5',,,,,,
,,,'3OAR120','3OAS100','ACACT5r',,,,,,
,,,'3OAR120','3OAS100','ACOAD5f',,,,,,
,,,'3OAR120','3OAS100','ECOAH5',,,,,,
,,,'3OAR120','3OAS100','HACD5',,,,,,
,,,'3OAR120','3OAS121','ACACT1r',,,,,,
,,,'3OAR120','3OAS121','ACACT2r',,,,,,
,,,'3OAR120','3OAS121','ACACT3r',,,,,,
,,,'3OAR120','3OAS121','ACACT4r',,,,,,
,,,'3OAR120','3OAS121','ACACT5r',,,,,,
,,,'3OAR120','3OAS121','ACOAD1f',,,,,,
,,,'3OAR120','3OAS121','ACOAD2f',,,,,,
,,,'3OAR120','3OAS121','ACOAD3f',,,,,,
,,,'3OAR120','3OAS121','ACOAD4f',,,,,,
,,,'3OAR120','3OAS121','ACOAD5f',,,,,,
,,,'3OAR120','3OAS121','ECOAH1',,,,,,
,,,'3OAR120','3OAS121','ECOAH2',,,,,,
,,,'3OAR120','3OAS121','ECOAH3',,,,,,
,,,'3OAR120','3OAS121','ECOAH4',,,,,,
,,,'3OAR120','3OAS121','ECOAH5',,,,,,
,,,'3OAR120','3OAS121','HACD1',,,,,,
,,,'3OAR120','3OAS121','HACD2',,,,,,
,,,'3OAR120','3OAS121','HACD3',,,,,,
,,,'3OAR120','3OAS121','HACD4',,,,,,
,,,'3OAR120','3OAS121','HACD5',,,,,,
,,,'3OAR120','3OAS141','ACACT1r',,,,,,
,,,'3OAR120','3OAS141','ACACT2r',,,,,,
,,,'3OAR120','3OAS141','ACACT3r',,,,,,
,,,'3OAR120','3OAS141','ACACT4r',,,,,,
,,,'3OAR120','3OAS141','ACACT5r',,,,,,
,,,'3OAR120','3OAS141','ACOAD1f',,,,,,
,,,'3OAR120','3OAS141','ACOAD2f',,,,,,
,,,'3OAR120','3OAS141','ACOAD3f',,,,,,
,,,'3OAR120','3OAS141','ACOAD4f',,,,,,
,,,'3OAR120','3OAS141','ACOAD5f',,,,,,
,,,'3OAR120','3OAS141','ECOAH1',,,,,,
,,,'3OAR120','3OAS141','ECOAH2',,,,,,
,,,'3OAR120','3OAS141','ECOAH3',,,,,,
,,,'3OAR120','3OAS141','ECOAH4',,,,,,
,,,'3OAR120','3OAS141','ECOAH5',,,,,,
,,,'3OAR120','3OAS141','HACD1',,,,,,
,,,'3OAR120','3OAS141','HACD2',,,,,,
,,,'3OAR120','3OAS141','HACD3',,,,,,
,,,'3OAR120','3OAS141','HACD4',,,,,,
,,,'3OAR120','3OAS141','HACD5',,,,,,
,,,'3OAR120','ACACT1r','ACACT6r',,,,,,
,,,'3OAR120','ACACT1r','ECOAH6',,,,,,
,,,'3OAR120','ACACT1r','T2DECAI',,,,,,
,,,'3OAR120','ACACT2r','ACACT6r',,,,,,
,,,'3OAR120','ACACT2r','ECOAH6',,,,,,
,,,'3OAR120','ACACT2r','T2DECAI',,,,,,
,,,'3OAR120','ACACT3r','ACACT6r',,,,,,
,,,'3OAR120','ACACT3r','ECOAH6',,,,,,
,,,'3OAR120','ACACT3r','T2DECAI',,,,,,
,,,'3OAR120','ACACT4r','ACACT6r',,,,,,
