,gene_id,uniprot,interpro,goa
0,EC55989_0245,B7LHF2,"IPR006091,IPR009075,IPR009100,IPR013786,IPR015396",B7LHF2
1,EC55989_0710,B7LAD3,"IPR000089,IPR001078,IPR003016,IPR004167,IPR006255,IPR011053,IPR023213",B7LAD3
2,EC55989_0710,B7LAD3,"IPR000089,IPR001078,IPR003016,IPR004167,IPR006255,IPR011053,IPR023213",B7LAD3
3,EC55989_0709,B7LAD2,"IPR001017,IPR005475,IPR011603,IPR029061",B7LAD2
4,EC55989_0709,B7LAD2,"IPR001017,IPR005475,IPR011603,IPR029061",B7LAD2
5,EC55989_0109,B7LFY3,"IPR001327,IPR004099,IPR006258,IPR012999,IPR013027,IPR016156,IPR023753",B7LFY3
6,EC55989_0109,B7LFY3,"IPR001327,IPR004099,IPR006258,IPR012999,IPR013027,IPR016156,IPR023753",B7LFY3
7,EC55989_5045,,"IPR006124,IPR010045,IPR017849,IPR017850,IPR024052",B7LEM9
8,EC55989_3208,B7LFH6,"IPR003702,IPR017821,IPR026888",B7LFH6
9,EC55989_3208,B7LFH6,"IPR003702,IPR017821,IPR026888",B7LFH6
10,EC55989_3208,B7LFH6,"IPR003702,IPR017821,IPR026888",B7LFH6
11,EC55989_3208,B7LFH6,"IPR003702,IPR017821,IPR026888",B7LFH6
12,EC55989_2837,,"IPR001085,IPR015421,IPR015422,IPR015424,IPR019798",B7LDE3
13,EC55989_0543,,"IPR000672,IPR016040,IPR020630,IPR020631,IPR020867",B7L7F6
14,EC55989_0543,,"IPR000672,IPR016040,IPR020630,IPR020631,IPR020867",B7L7F6
15,EC55989_3208,B7LFH6,"IPR003702,IPR017821,IPR026888",B7LFH6
16,EC55989_3208,B7LFH6,"IPR003702,IPR017821,IPR026888",B7LFH6
17,EC55989_2837,,"IPR001085,IPR015421,IPR015422,IPR015424,IPR019798",B7LDE3
18,EC55989_2837,,"IPR001085,IPR015421,IPR015422,IPR015424,IPR019798",B7LDE3
19,EC55989_3190,,"IPR003437,IPR015421,IPR015424,IPR020580,IPR020581",B7LF89
20,EC55989_3192,,"IPR006222,IPR006223,IPR013977,IPR022903,IPR027266,IPR028896,IPR029043",B7LF91
21,EC55989_3191,,"IPR002930,IPR003016,IPR011053,IPR017453",B7LF90
22,EC55989_4500,B7LAV7,"IPR006254,IPR015813,IPR018523",B7LAV7
23,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
24,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
25,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
26,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
27,EC55989_2534,B7LBE4,"IPR004839,IPR015421,IPR015422,IPR015424",B7LBE4
28,EC55989_4500,B7LAV7,"IPR006254,IPR015813,IPR018523",B7LAV7
