,gene_id,uniprot,interpro,goa
0,EC55989_3112,,"IPR000873,IPR002123,IPR020845,IPR023775",B7LF13
1,EC55989_1003,,"IPR010083,IPR013114,IPR029069",B7LE54
2,EC55989_1003,,"IPR010083,IPR013114,IPR029069",B7LE54
3,EC55989_3615,B7LHR0,"IPR000644,IPR001347,IPR004800",B7LHR0
4,EC55989_4139,B7L813,"IPR000399,IPR011766,IPR012000,IPR012001,IPR012846,IPR029035,IPR029061",B7L813
5,EC55989_4139,B7L813,"IPR000399,IPR011766,IPR012000,IPR012001,IPR012846,IPR029035,IPR029061",B7L813
6,EC55989_4138,B7L812,IPR002912,B7L812
7,EC55989_4138,B7L812,IPR002912,B7L812
8,EC55989_2027,B7L7Q2,"IPR003135,IPR005862,IPR011054,IPR011761,IPR013815,IPR013816,IPR016185",B7L7Q2
9,EC55989_1437,B7L4B2,"IPR000573,IPR001030,IPR006249,IPR015928,IPR015931,IPR015932,IPR015934,IPR015937,IPR018136",B7L4B2
10,EC55989_1202,,"IPR003664,IPR012281,IPR024084",B7LG23
11,EC55989_0487,,"IPR000850,IPR006259,IPR007862,IPR027417",B7L799
12,EC55989_0487,,"IPR000850,IPR006259,IPR007862,IPR027417",B7L799
13,EC55989_0487,,"IPR000850,IPR006259,IPR007862,IPR027417",B7L799
14,EC55989_0088,B7LFW2,"IPR000291,IPR005905,IPR011095,IPR011127,IPR011761,IPR013815,IPR013816,IPR016185",B7LFW2
15,EC55989_1285,B7LGV0,"IPR000821,IPR001608,IPR009006,IPR011079,IPR020622,IPR029066",B7LGV0
16,EC55989_2837,,"IPR001085,IPR015421,IPR015422,IPR015424,IPR019798",B7LDE3
17,EC55989_2837,,"IPR001085,IPR015421,IPR015422,IPR015424,IPR019798",B7LDE3
18,EC55989_3474,,IPR003811,B7LGZ5
19,EC55989_0660,B7L9L0,"IPR000583,IPR001962,IPR006426,IPR014729,IPR017932,IPR029055",B7L9L0
20,EC55989_0002,B7L4C7,"IPR001048,IPR001341,IPR001342,IPR002912,IPR005106,IPR011147,IPR016040,IPR018042,IPR019811,IPR027795",B7L4C7
21,EC55989_1757,,"IPR001807,IPR014743,IPR023790",B7L5E4
22,EC55989_2725,,IPR001260,B7LCI0
23,EC55989_3425,B7LGF4,"IPR000277,IPR006233,IPR015421,IPR015422,IPR015424",B7LGF4
24,EC55989_2704,B7LCF9,"IPR001216,IPR001926,IPR005856,IPR005859",B7LCF9
25,EC55989_0955,,"IPR003136,IPR011994,IPR027417",B7LDA2
26,EC55989_3384,B7LGB4,IPR003804,B7LGB4
27,EC55989_3384,B7LGB4,IPR003804,B7LGB4
28,EC55989_3384,B7LGB4,IPR003804,B7LGB4
29,EC55989_1771,B7L5F8,"IPR002198,IPR002347,IPR016040,IPR020904",B7L5F8
