,gene_id,uniprot,interpro,goa
0,EC042_1039,D3H0H6,"IPR010083,IPR013114,IPR029069",D3H0H6
1,EC042_4224,D3H4Y2,"IPR001753,IPR006108,IPR006176,IPR006180,IPR008927,IPR012799,IPR013328,IPR016040,IPR018376,IPR029045",D3H4Y2
2,EC042_0490,D3GV82,"IPR003703,IPR025652,IPR029069",D3GV82
3,EC042_2901,D3GRP0,"IPR000644,IPR001347,IPR004800",D3GRP0
4,EC042_4026,D3H2H2,"IPR000399,IPR011766,IPR012000,IPR012001,IPR012846,IPR029035,IPR029061",D3H2H2
5,EC042_4025,D3H2H1,IPR002912,D3H2H1
6,EC042_4026,D3H2H2,"IPR000399,IPR011766,IPR012000,IPR012001,IPR012846,IPR029035,IPR029061",D3H2H2
7,EC042_4025,D3H2H1,IPR002912,D3H2H1
8,EC042_2701,D3H2Z3,"IPR001555,IPR002376,IPR004607",D3H2Z3
9,EC042_1401,D3H3I0,"IPR000573,IPR001030,IPR006249,IPR015928,IPR015931,IPR015932,IPR015934,IPR015937,IPR018136",D3H3I0
10,EC042_4410,D3GT22,"IPR002123,IPR022284,IPR028354",D3GT22
11,ndk,,,
12,EC042_1264,D3H2J1,"IPR000842,IPR005946,IPR029057,IPR029099",D3H2J1
13,EC042_4461,D3GTX4,"IPR008145,IPR012699,IPR027417",D3GTX4
14,EC042_0093,D3H473,"IPR000291,IPR005905,IPR011095,IPR011127,IPR011761,IPR013815,IPR013816,IPR016185",D3H473
15,EC042_1239,D3H1Y7,"IPR000821,IPR001608,IPR009006,IPR011079,IPR020622,IPR029066",D3H1Y7
16,EC042_3123,D3GTS6,"IPR002912,IPR006139,IPR006140,IPR016040,IPR029015,IPR029752,IPR029753",D3GTS6
17,EC042_4885,D3GY28,"IPR004469,IPR006383,IPR023190,IPR023214",D3GY28
18,EC042_4410,D3GT22,"IPR002123,IPR022284,IPR028354",D3GT22
19,EC042_4131,D3H3W2,"IPR004618,IPR006195",D3H3W2
20,EC042_0001,D3H385,"IPR001048,IPR001341,IPR001342,IPR002912,IPR005106,IPR011147,IPR016040,IPR018042,IPR019811,IPR027795",D3H385
21,EC042_1740,D3GTF9,"IPR001807,IPR014743,IPR023790",D3GTF9
22,EC042_4240,D3H4Z8,"IPR004558,IPR006638,IPR007197,IPR010723,IPR023404",D3H4Z8
23,EC042_1790,D3GTK8,"IPR004839,IPR015421,IPR015422,IPR015424,IPR027619",D3GTK8
24,EC042_2630,D3H272,"IPR001216,IPR001926,IPR005856,IPR005858",D3H272
25,EC042_0169,D3GRB6,"IPR001048,IPR011817,IPR015963",D3GRB6
26,EC042_3260,D3GVM9,"IPR004017,IPR012257,IPR017896,IPR017900",D3GVM9
27,EC042_3261,D3GVN0,"IPR006094,IPR016164,IPR016166,IPR016169,IPR016171",D3GVN0
28,EC042_3262,D3GVN1,"IPR004113,IPR004490,IPR006094,IPR016164,IPR016166,IPR016167,IPR016169,IPR016171",D3GVN1
29,EC042_1774,D3GTJ2,"IPR002198,IPR002347,IPR016040,IPR020904",D3GTJ2
