,gene_id,uniprot,interpro,goa
0,EC042_4201,D3H4V9,IPR003187,D3H4V9
1,EC042_0746,D3GY68,"IPR003781,IPR005810,IPR005811,IPR016040,IPR016102,IPR017440",D3GY68
2,EC042_0745,D3GY67,"IPR005809,IPR005811,IPR011761,IPR013650,IPR013815,IPR013816,IPR016102,IPR017866",D3GY67
3,EC042_0746,D3GY68,"IPR003781,IPR005810,IPR005811,IPR016040,IPR016102,IPR017440",D3GY68
4,EC042_0745,D3GY67,"IPR005809,IPR005811,IPR011761,IPR013650,IPR013815,IPR013816,IPR016102,IPR017866",D3GY67
5,EC042_0746,D3GY68,"IPR003781,IPR005810,IPR005811,IPR016040,IPR016102,IPR017440",D3GY68
6,EC042_0745,D3GY67,"IPR005809,IPR005811,IPR011761,IPR013650,IPR013815,IPR013816,IPR016102,IPR017866",D3GY67
7,EC042_4880,D3GY23,"IPR006124,IPR010045,IPR017849,IPR017850,IPR024052",D3GY23
8,EC042_0746,D3GY68,"IPR003781,IPR005810,IPR005811,IPR016040,IPR016102,IPR017440",D3GY68
9,EC042_0745,D3GY67,"IPR005809,IPR005811,IPR011761,IPR013650,IPR013815,IPR013816,IPR016102,IPR017866",D3GY67
10,EC042_0746,D3GY68,"IPR003781,IPR005810,IPR005811,IPR016040,IPR016102,IPR017440",D3GY68
11,EC042_0745,D3GY67,"IPR005809,IPR005811,IPR011761,IPR013650,IPR013815,IPR013816,IPR016102,IPR017866",D3GY67
12,EC042_0572,D3GW77,"IPR000672,IPR016040,IPR020630,IPR020631,IPR020867",D3GW77
13,EC042_3123,D3GTS6,"IPR002912,IPR006139,IPR006140,IPR016040,IPR029015,IPR029752,IPR029753",D3GTS6
14,EC042_4885,D3GY28,"IPR004469,IPR006383,IPR023190,IPR023214",D3GY28
15,EC042_0746,D3GY68,"IPR003781,IPR005810,IPR005811,IPR016040,IPR016102,IPR017440",D3GY68
16,EC042_0745,D3GY67,"IPR005809,IPR005811,IPR011761,IPR013650,IPR013815,IPR013816,IPR016102,IPR017866",D3GY67
17,EC042_3927,D3H1Q3,"IPR001917,IPR004839,IPR011282,IPR015421,IPR015422,IPR015424",D3H1Q3
18,EC042_3926,D3H1Q2,"IPR002085,IPR002328,IPR004627,IPR011032,IPR013149,IPR013154,IPR016040",D3H1Q2
19,EC042_0572,D3GW77,"IPR000672,IPR016040,IPR020630,IPR020631,IPR020867",D3GW77
20,EC042_0572,D3GW77,"IPR000672,IPR016040,IPR020630,IPR020631,IPR020867",D3GW77
21,EC042_0572,D3GW77,"IPR000672,IPR016040,IPR020630,IPR020631,IPR020867",D3GW77
22,EC042_4331,D3GS13,"IPR015813,IPR018129,IPR021135,IPR022805",D3GS13
23,EC042_0739,D3GY60,"IPR000701,IPR014314,IPR014361,IPR018495",D3GY60
24,EC042_0740,D3GY61,"IPR000701,IPR014312",D3GY61
25,EC042_0742,D3GY63,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",D3GY63
26,EC042_0741,D3GY62,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",D3GY62
27,EC042_3878,D3H1K4,"IPR004839,IPR015421,IPR015422,IPR015424",D3H1K4
28,EC042_4331,D3GS13,"IPR015813,IPR018129,IPR021135,IPR022805",D3GS13
29,EC042_0739,D3GY60,"IPR000701,IPR014314,IPR014361,IPR018495",D3GY60
30,EC042_0740,D3GY61,"IPR000701,IPR014312",D3GY61
31,EC042_0742,D3GY63,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",D3GY63
32,EC042_0741,D3GY62,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",D3GY62
33,EC042_4331,D3GS13,"IPR015813,IPR018129,IPR021135,IPR022805",D3GS13
34,EC042_0739,D3GY60,"IPR000701,IPR014314,IPR014361,IPR018495",D3GY60
35,EC042_0740,D3GY61,"IPR000701,IPR014312",D3GY61
36,EC042_0742,D3GY63,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",D3GY63
37,EC042_0741,D3GY62,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",D3GY62
38,EC042_2017,D3GWI4,"IPR000887,IPR013785",D3GWI4
39,EC042_2018,D3GWI5,"IPR000581,IPR004786,IPR015928,IPR020558",D3GWI5
40,EC042_4293,D3GRX5,"IPR000652,IPR013785,IPR020861,IPR022896",D3GRX5
41,EC042_3135,D3GTT8,"IPR001576,IPR015824,IPR015901,IPR015911",D3GTT8
42,EC042_3135,D3GTT8,"IPR001576,IPR015824,IPR015901,IPR015911",D3GTT8
43,EC042_4293,D3GRX5,"IPR000652,IPR013785,IPR020861,IPR022896",D3GRX5
44,EC042_2017,D3GWI4,"IPR000887,IPR013785",D3GWI4
45,EC042_2018,D3GWI5,"IPR000581,IPR004786,IPR015928,IPR020558",D3GWI5
46,EC042_4293,D3GRX5,"IPR000652,IPR013785,IPR020861,IPR022896",D3GRX5
47,EC042_3135,D3GTT8,"IPR001576,IPR015824,IPR015901,IPR015911",D3GTT8
48,EC042_3135,D3GTT8,"IPR001576,IPR015824,IPR015901,IPR015911",D3GTT8
49,EC042_4293,D3GRX5,"IPR000652,IPR013785,IPR020861,IPR022896",D3GRX5
50,EC042_2017,D3GWI4,"IPR000887,IPR013785",D3GWI4
51,EC042_2018,D3GWI5,"IPR000581,IPR004786,IPR015928,IPR020558",D3GWI5
52,EC042_4293,D3GRX5,"IPR000652,IPR013785,IPR020861,IPR022896",D3GRX5
53,EC042_3135,D3GTT8,"IPR001576,IPR015824,IPR015901,IPR015911",D3GTT8
54,EC042_3135,D3GTT8,"IPR001576,IPR015824,IPR015901,IPR015911",D3GTT8
55,EC042_4293,D3GRX5,"IPR000652,IPR013785,IPR020861,IPR022896",D3GRX5
56,EC042_2017,D3GWI4,"IPR000887,IPR013785",D3GWI4
57,EC042_2018,D3GWI5,"IPR000581,IPR004786,IPR015928,IPR020558",D3GWI5
58,EC042_4293,D3GRX5,"IPR000652,IPR013785,IPR020861,IPR022896",D3GRX5
59,EC042_3135,D3GTT8,"IPR001576,IPR015824,IPR015901,IPR015911",D3GTT8
60,EC042_3135,D3GTT8,"IPR001576,IPR015824,IPR015901,IPR015911",D3GTT8
61,EC042_4293,D3GRX5,"IPR000652,IPR013785,IPR020861,IPR022896",D3GRX5
